response_id,question,university,true_label,predicted_label
R_7YP3yKEvDE3m1t2,Q1_MSU,MSU: Michigan State University,1,1
R_5hYnnVXO65On5uZ,Q1_MSU,MSU: Michigan State University,0,1
R_62x1G5AEuxhOa1a,Q1_MSU,MSU: Michigan State University,1,1
R_3BxvaMpIApMj0Dq,Q1_MSU,MSU: Michigan State University,1,0
R_5gwrShzSNJxnjes,Q1_MSU,MSU: Michigan State University,2,0
R_51ZwoosOdWtlI0d,Q1_MSU,MSU: Michigan State University,0,1
R_5wFCc6Mdb9FLS5H,Q1_MSU,MSU: Michigan State University,0,1
R_3hz2MHsu9DNdBhq,Q1_MSU,MSU: Michigan State University,1,1
R_6x3q6mPvo7T4Wbf,Q1_MSU,MSU: Michigan State University,1,1
R_6fcA4P67V3OUPgB,Q1_MSU,MSU: Michigan State University,1,1
R_5Qm8ar9HkrwtTtd,Q1_MSU,MSU: Michigan State University,1,1
R_7PYipIIW1ol5PaI,Q1_MSU,MSU: Michigan State University,0,1
R_1Q73HFL8qM31sit,Q1_MSU,MSU: Michigan State University,1,1
R_5iVWAbNh8L2KGvn,Q1_MSU,MSU: Michigan State University,2,0
R_1cTsI5uiUtLBIIh,Q1_MSU,MSU: Michigan State University,1,1
R_6PZ6ELr5SFUmScy,Q1_MSU,MSU: Michigan State University,1,1
R_6IPUNkx07J7OSQx,Q1_MSU,MSU: Michigan State University,2,0
R_3FfxeLqezypACSn,Q1_MSU,MSU: Michigan State University,0,1
R_56Zu6qKWcPuHv3P,Q1_MSU,MSU: Michigan State University,0,1
R_3mqFfcRcx3ovOql,Q1_MSU,MSU: Michigan State University,1,1
R_7ohIgJOjFCHuVcf,Q1_MSU,MSU: Michigan State University,0,1
R_6Hc6rwOCNxNUoj7,Q1_MSU,MSU: Michigan State University,0,0
R_6b2ZbpSxAfMxFg3,Q1_MSU,MSU: Michigan State University,1,1
R_3ZSLXxjF3rCamSR,Q1_MSU,MSU: Michigan State University,0,0
R_6GB6MVoPxsx0oYx,Q1_MSU,MSU: Michigan State University,2,0
R_7k3YQfn6NOvrXTX,Q1_MSU,MSU: Michigan State University,1,1
R_7JqSkBna4vbWjAz,Q1_MSU,MSU: Michigan State University,0,1
R_6GWj3ErZsy6pKA8,Q1_MSU,MSU: Michigan State University,2,1
R_6Ioa580RfwN2xQu,Q1_MSU,MSU: Michigan State University,1,1
R_5DNdcTTWedVsgmk,Q1_MSU,MSU: Michigan State University,1,1
R_3PuH6v1YMozuGdh,Q1_MSU,MSU: Michigan State University,0,0
R_1XcJ1tj1P7rbixN,Q1_MSU,MSU: Michigan State University,1,1
R_5rZY8sEqUkNfzYJ,Q1_MSU,MSU: Michigan State University,2,0
R_72twU7BEwZj3CKc,Q1_MSU,MSU: Michigan State University,2,0
R_71MAssMkXMlu2c6,Q1_MSU,MSU: Michigan State University,1,1
R_1Lj7kApA0HZBbk4,Q1_MSU,MSU: Michigan State University,0,1
R_7n3eS8R3JNufIM9,Q1_MSU,MSU: Michigan State University,1,1
R_74CU3Z5JZJGvmti,Q1_MSU,MSU: Michigan State University,0,1
R_7CqCCDpVaP4efiM,Q1_MSU,MSU: Michigan State University,2,1
R_5TVqx5Bi4qr5453,Q1_MSU,MSU: Michigan State University,0,1
R_11KK5c1n91mQ1OY,Q1_MSU,MSU: Michigan State University,1,1
R_7fMJWn88hUi5j5q,Q1_MSU,MSU: Michigan State University,1,1
R_5NTkpJxt1rRPp8B,Q1_MSU,MSU: Michigan State University,0,1
R_16OmtmxGCTNgoNz,Q1_MSU,MSU: Michigan State University,1,1
R_5LwiP1Z1By0lC5d,Q1_MSU,MSU: Michigan State University,1,1
R_77dOfUsgqw4caYf,Q1_MSU,MSU: Michigan State University,1,1
R_7jexuvuGRktOJFO,Q1_MSU,MSU: Michigan State University,0,1
R_2O8sZ1t4U6eUfZM,Q1_MSU,MSU: Michigan State University,1,1
R_3GPDu7LWJjcN7Tb,Q1_MSU,MSU: Michigan State University,1,0
R_6yWbOlmdVi9ve5b,Q1_MSU,MSU: Michigan State University,1,1
R_5PkzvO3h0wUldoR,Q1_MSU,MSU: Michigan State University,1,1
R_6f10U7BrWKuuqpK,Q1_MSU,MSU: Michigan State University,1,1
R_2JPH3g8V5VlcQ6W,Q1_MSU,MSU: Michigan State University,2,0
R_1nT9DDVNmfFKBQB,Q1_MSU,MSU: Michigan State University,1,0
R_3jjtWvNbMzZMfli,Q1_MSU,MSU: Michigan State University,1,1
R_1lWkduRnUVxFUcT,Q1_MSU,MSU: Michigan State University,0,1
R_1NPNmt3pGPAnYQZ,Q1_MSU,MSU: Michigan State University,0,1
R_7Gv13ummxx7zPQp,Q1_MSU,MSU: Michigan State University,2,0
R_1WlM2sb66m6k0tb,Q1_MSU,MSU: Michigan State University,1,1
R_6HqGWGq61jTjHd7,Q1_MSU,MSU: Michigan State University,1,1
R_1llz9UsQ2G7EDIV,Q1_MSU,MSU: Michigan State University,2,0
R_5mXCflFxiH6u6Il,Q1_MSU,MSU: Michigan State University,1,1
R_3402BnXsFFRY5Rn,Q1_MSU,Other university:,1,1
R_3Q4bkAnLvTLe4j7,Q1_MSU,MSU: Michigan State University,0,1
R_5l3YEbaX8okSrkZ,Q1_MSU,MSU: Michigan State University,1,1
R_7jq9t33ETKSL0pw,Q1_MSU,NA,0,1
R_1eayBidtUgHQ51Z,Q1_MSU,NA,1,1
R_539PIMg9I0M4X4B,Q1_MSU,NA,1,1
R_7m1WQoGQ0JM3UsC,Q1_MSU,NA,1,1
R_5Cg4aHvsuoC1AyM,Q1_MSU,MSU: Michigan State University,2,0
R_1g5vFGo4S8whfJ5,Q1_MSU,MSU: Michigan State University,0,1
R_32M6D3RZffqwXQL,Q1_MSU,NA,1,1
R_5dHoJVCxHS6cQJa,Q1_MSU,MSU: Michigan State University,0,1
R_6e9RCcoEqadUo8Z,Q1_MSU,NA,1,1
R_7KFRVFP4xZ5upBT,Q1_MSU,NA,0,1
R_3zBikvBLvMZzDcl,Q1_MSU,MSU: Michigan State University,1,1
R_7Li0OhRdbnmVldw,Q1_MSU,MSU: Michigan State University,1,1
R_3ni7vrPjH1N54At,Q1_MSU,NA,1,1
R_69rYiXd9yPXJY5W,Q1_MSU,MSU: Michigan State University,0,1
R_67IIDiDUQcGwTlK,Q1_MSU,MSU: Michigan State University,1,1
R_7OMUCs2SBuEjXOx,Q1_MSU,NA,2,0
R_6tZSDtSYQcPHJTP,Q1_MSU,MSU: Michigan State University,0,1
R_7gdx8nIpnCw2LZJ,Q1_MSU,NA,2,0
R_6JDGMFSAbmkd8bm,Q2_MSU,MSU: Michigan State University,2,2
R_3fUfPMhZ25y4EmO,Q2_MSU,MSU: Michigan State University,2,2
R_31EZ04DJnQoOZtL,Q2_MSU,MSU: Michigan State University,2,2
R_5ix7Dgdw8mZrPQI,Q2_MSU,MSU: Michigan State University,2,2
R_32mgwK5dUNZrM0j,Q2_MSU,MSU: Michigan State University,2,2
R_3dngdXgpwmPhiMS,Q2_MSU,MSU: Michigan State University,0,2
R_3jD4tW9Chv7gXhT,Q2_MSU,MSU: Michigan State University,2,2
R_1RfwXG8IoBY4TMl,Q2_MSU,MSU: Michigan State University,1,2
R_5IR6vKxuKJAy4fD,Q2_MSU,MSU: Michigan State University,2,2
R_5I3Osqs5pN4l07V,Q2_MSU,MSU: Michigan State University,2,2
R_5g0aJNsaFAQ2RLC,Q2_MSU,MSU: Michigan State University,2,2
R_5hwGMHHP7D8rSjn,Q2_MSU,MSU: Michigan State University,1,2
R_7JXm2BmklIl3hCx,Q2_MSU,MSU: Michigan State University,2,2
R_1L1lvju9xMhWvkG,Q2_MSU,MSU: Michigan State University,2,2
R_5FIMRLiHHUApuSx,Q2_MSU,MSU: Michigan State University,0,2
R_1Q02NTBQfiQPLLv,Q2_MSU,MSU: Michigan State University,0,2
R_6WNDKhLb9PWVlRL,Q2_MSU,MSU: Michigan State University,0,2
R_1dqVuAHFbt8V4Sl,Q2_MSU,MSU: Michigan State University,2,2
R_63WEGB3zOE0d4J3,Q2_MSU,MSU: Michigan State University,2,2
R_3ROqoKb3j8QKGHy,Q2_MSU,MSU: Michigan State University,2,2
R_138DnNPyoaLvhRv,Q2_MSU,MSU: Michigan State University,1,2
R_51WVTjeJgxqdG1o,Q2_MSU,MSU: Michigan State University,2,2
R_3gNJLgPZqP1c2Ir,Q2_MSU,MSU: Michigan State University,2,2
R_7myFmUREgh644df,Q2_MSU,MSU: Michigan State University,2,2
R_1Qyf3YfJtu6Y0xF,Q2_MSU,MSU: Michigan State University,0,2
R_58rNQxb05guKLxD,Q2_MSU,MSU: Michigan State University,1,2
R_7DS1QopTVEWaVhx,Q2_MSU,MSU: Michigan State University,1,2
R_5Ft9zoBys4rbZEa,Q2_MSU,MSU: Michigan State University,2,2
R_62Er0fSuL5OF10T,Q2_MSU,MSU: Michigan State University,1,2
R_6Cz9s5yLi9RzqJH,Q2_MSU,MSU: Michigan State University,2,2
R_61n61LlfhRR3hy1,Q2_MSU,MSU: Michigan State University,1,2
R_8HvIPDAOP6BWB32,Q2_MSU,MSU: Michigan State University,2,2
R_5hSfSSuVue5T9yc,Q2_MSU,MSU: Michigan State University,1,2
R_1eWOpDXuaM6KUlo,Q2_MSU,MSU: Michigan State University,2,2
R_1shuWylWVuEwuT6,Q2_MSU,MSU: Michigan State University,2,2
R_7x1MtrKFx9k2dvb,Q2_MSU,MSU: Michigan State University,2,2
R_7RWFGXn3kHsM8cu,Q2_MSU,MSU: Michigan State University,2,2
R_7GIYsYK6Dq8bm9u,Q2_MSU,MSU: Michigan State University,2,2
R_7QivyI5WNrDehxO,Q2_MSU,MSU: Michigan State University,2,2
R_1krCUcWYo64vKhP,Q2_MSU,MSU: Michigan State University,2,2
R_7LOwQ1e5V6SdaLB,Q2_MSU,MSU: Michigan State University,2,2
R_3YycE1c75FadYRO,Q2_MSU,MSU: Michigan State University,0,2
R_3YlCz5rS8Ip3hhr,Q2_MSU,MSU: Michigan State University,2,2
R_5qOao6R8yga3vW1,Q2_MSU,MSU: Michigan State University,1,2
R_3Qb99pycyjfwsrx,Q2_MSU,MSU: Michigan State University,2,2
R_1ysyccor5vPwM34,Q2_MSU,MSU: Michigan State University,1,2
R_5x2d0RqcIVzfhjr,Q2_MSU,MSU: Michigan State University,1,2
R_51LtttmKtLzGEp3,Q2_MSU,MSU: Michigan State University,2,2
R_1dmMtIVeYnxQQSt,Q2_MSU,MSU: Michigan State University,2,2
R_54vMO6gnjYeJ2do,Q2_MSU,MSU: Michigan State University,1,2
R_1MPYBKBVzfgugnH,Q2_MSU,MSU: Michigan State University,1,2
R_5ROnCR00R1cZJdv,Q2_MSU,MSU: Michigan State University,1,2
R_6cingnDc2T0Lyj2,Q2_MSU,MSU: Michigan State University,2,2
R_18FCrN4fv70FAkh,Q2_MSU,MSU: Michigan State University,1,2
R_6aggYSOHgudaggd,Q2_MSU,MSU: Michigan State University,1,2
R_3wh4fXNyHCZOuFP,Q2_MSU,MSU: Michigan State University,2,2
R_7lQPRqlon8cyF69,Q2_MSU,MSU: Michigan State University,0,2
R_7bNS8tB9ewadUzS,Q2_MSU,MSU: Michigan State University,2,2
R_7e3rA4NNPFKaOOY,Q2_MSU,MSU: Michigan State University,0,2
R_5G1zSUSNcWMaWsM,Q2_MSU,MSU: Michigan State University,0,2
R_7lzcJatgGkGDzeV,Q2_MSU,MSU: Michigan State University,1,2
R_6Bt9ozEwo7Nxvy1,Q2_MSU,MSU: Michigan State University,2,2
R_71avrQtgFghNzdn,Q2_MSU,MSU: Michigan State University,2,2
R_7oDP6VqxP9Xecgx,Q2_MSU,MSU: Michigan State University,1,2
R_3zezhApjRU8FEwV,Q2_MSU,MSU: Michigan State University,1,2
R_5cjfgUUBwepPJpc,Q2_MSU,MSU: Michigan State University,1,2
R_6Yd2oQUSby0pGxP,Q2_MSU,MSU: Michigan State University,1,2
R_1oT2BZomdhJ0ObQ,Q2_MSU,MSU: Michigan State University,2,2
R_5oXSv7KAv1aXL5Y,Q2_MSU,MSU: Michigan State University,1,2
R_5UYGakvF4Dz3rVF,Q2_MSU,MSU: Michigan State University,1,2
R_1mDG9MlGKcCNYUV,Q2_MSU,MSU: Michigan State University,1,2
R_7R3gaHDJXBfUNk9,Q2_MSU,MSU: Michigan State University,1,2
R_7VO10yXIpg3hXkZ,Q2_MSU,MSU: Michigan State University,1,2
R_3SkI3eYTsfAdzPP,Q2_MSU,MSU: Michigan State University,0,2
R_5dL1Z2NnSPo7blP,Q2_MSU,MSU: Michigan State University,0,2
R_8q31Rtx6VbAgo6t,Q2_MSU,MSU: Michigan State University,0,2
R_37ztKLzI16YcmOZ,Q2_MSU,MSU: Michigan State University,0,2
R_7mqhDEvsTeSVbMy,Q2_MSU,MSU: Michigan State University,2,2
R_6WMtkbefIktybyk,Q2_MSU,MSU: Michigan State University,2,2
R_5kFeI7sV6MJvyZT,Q2_MSU,MSU: Michigan State University,1,2
R_1n9iZ055SRxGVSA,Q2_MSU,MSU: Michigan State University,2,2
R_10tNqZwtrLY44O7,Q2_MSU,MSU: Michigan State University,2,2
R_5nUzlSZm3P4bR7Y,Q2_MSU,MSU: Michigan State University,1,2
R_5NJ9VZw9U9lyD3k,Q2_MSU,MSU: Michigan State University,2,2
R_7tbUeJbN819T7BH,Q2_MSU,MSU: Michigan State University,2,2
R_5Sc7WcidVxdxQV4,Q4_ALL,UF: University of Florida,2,2
R_1VkaAi3FSeefSQj,Q4_ALL,UF: University of Florida,2,2
R_5lW7F1zDaLvP5HB,Q4_ALL,UF: University of Florida,0,0
R_5wAW5zhSI9ZO5Cu,Q4_ALL,UF: University of Florida,1,0
R_1y30PzPBISyrX7i,Q4_ALL,UF: University of Florida,1,2
R_6wMRIVQRArtXWvk,Q4_ALL,UF: University of Florida,2,2
R_7NRfKgo36Arcylz,Q4_ALL,UF: University of Florida,2,2
R_138th3Ce40TRBJY,Q4_ALL,UF: University of Florida,2,2
R_7rqSo8tzZeC0fba,Q4_ALL,UF: University of Florida,0,2
R_1dlJ9Wt3BWBXfHd,Q4_ALL,UF: University of Florida,1,2
R_7CI8GSfrcWXm22W,Q4_ALL,UF: University of Florida,2,2
R_2abiHkjgNrZi9Cp,Q4_ALL,UF: University of Florida,1,2
R_7rHwAdLiCjjU1T7,Q4_ALL,UF: University of Florida,0,0
R_6oplSmrv61yszVn,Q4_ALL,UF: University of Florida,0,2
R_6CQxtOdd6WmlnEL,Q4_ALL,UF: University of Florida,0,0
R_6Ei4xkIg59sRoKg,Q4_ALL,UF: University of Florida,0,2
R_17eVAviwMLR1HZ3,Q4_ALL,UF: University of Florida,1,2
R_5zjGuipnC0x1j0Z,Q4_ALL,UF: University of Florida,2,2
R_3JhidioczXyANCV,Q4_ALL,UF: University of Florida,2,2
R_62sOS2eT2geNDKw,Q4_ALL,UF: University of Florida,1,2
R_1hSYfJR1FpoFjqH,Q4_ALL,ISU: Iowa State University,1,0
R_1fDxFRsubmvoKcS,Q4_ALL,MSU: Michigan State University,0,0
R_1Kw7iggLXn5fFsf,Q4_ALL,MSU: Michigan State University,2,2
R_5w68hXkYSf5fVRe,Q4_ALL,MSU: Michigan State University,0,0
R_5Sq6EZsfxxIcz12,Q4_ALL,MSU: Michigan State University,0,0
R_1VD8PrgpvwtUOD7,Q4_ALL,MSU: Michigan State University,0,0
R_3Gqxlt6wO0VxfVd,Q4_ALL,MSU: Michigan State University,0,0
R_5PoOPMxUfv9yQyC,Q4_ALL,MSU: Michigan State University,0,0
R_1t523P7I35ML2hD,Q4_ALL,MSU: Michigan State University,0,0
R_5EiIRExQ1kyqPrk,Q4_ALL,MSU: Michigan State University,2,2
R_5P5H5lz9SFCKUKx,Q4_ALL,MSU: Michigan State University,0,0
R_3KuVPHtRKp2GdAE,Q4_ALL,MSU: Michigan State University,0,2
R_2syOsFnC6Vipuut,Q4_ALL,MSU: Michigan State University,0,0
R_3VxW1LpHLO96vc0,Q4_ALL,MSU: Michigan State University,0,0
R_1mefenPVuBQR2cT,Q4_ALL,MSU: Michigan State University,0,2
R_3cRPtcAtLXHcfrw,Q4_ALL,MSU: Michigan State University,0,0
R_3KuvErbnFg5T6Lr,Q4_ALL,MSU: Michigan State University,0,0
R_3QhKYD6gT48cfTE,Q4_ALL,MSU: Michigan State University,1,0
R_7ZKTFh95nTKyrSk,Q4_ALL,MSU: Michigan State University,2,0
R_7NIAb3AUpVrJ34u,Q4_ALL,MSU: Michigan State University,0,0
R_3Pp8XtecBeq9cBN,Q4_ALL,MSU: Michigan State University,0,0
R_78TzGSEEr1T3H8U,Q4_ALL,ISU: Iowa State University,2,2
R_1r9ssNGGMVT7Zii,Q4_ALL,ISU: Iowa State University,0,2
R_3EiooPlrwIQuxy6,Q4_ALL,ISU: Iowa State University,0,0
R_6QCbTfnOZcaJLMZ,Q4_ALL,ISU: Iowa State University,0,2
R_7ub5lj1dqyFvt3b,Q4_ALL,ISU: Iowa State University,0,0
R_7dtQpyFpUYv86GH,Q4_ALL,ISU: Iowa State University,0,2
R_6Nybqf8kCA1W3Tl,Q4_ALL,ISU: Iowa State University,0,2
R_3uxnnx3hfoemMF9,Q4_ALL,ISU: Iowa State University,0,2
R_5PYpUmDYRayNl61,Q6_ISU,ISU: Iowa State University,2,2
R_33Su9vhR0mOTfOh,Q6_ISU,ISU: Iowa State University,2,2
R_3nSLOBTD2Or9sJk,Q6_ISU,ISU: Iowa State University,2,2
R_6od82oDyURxou9Y,Q6_ISU,ISU: Iowa State University,2,2
R_1gwILDZtledHSGl,Q6_ISU,ISU: Iowa State University,2,2
R_1b1xs56eswvzUB5,Q6_ISU,ISU: Iowa State University,0,2
R_548kf8qQ5UeKNlO,Q6_ISU,ISU: Iowa State University,2,2
R_62XWBk40ZgppBiD,Q6_ISU,ISU: Iowa State University,2,2
R_1VCLxBgJkn2SZ8y,Q6_ISU,ISU: Iowa State University,2,2
R_7Io8oP4Swd7A6U1,Q6_ISU,ISU: Iowa State University,0,2
R_71hAviR0x3IE67u,Q6_ISU,ISU: Iowa State University,2,2
R_66uEJFefjbdQbm1,Q6_ISU,ISU: Iowa State University,1,2
R_6ydPdk5g4vs56G6,Q4_UF,UF: University of Florida,1,1
R_3m2bBCYRRPbJ8w9,Q4_UF,UF: University of Florida,1,1
R_1FJYvwNgOfMbbuN,Q4_UF,UF: University of Florida,2,1
R_1jjDR2YLRBhzK6W,Q4_UF,UF: University of Florida,0,1
R_72AcckWwESOYblL,Q4_UF,UF: University of Florida,2,1
R_1eXkguvyEvJDqru,Q4_UF,UF: University of Florida,1,1
R_5tSfqhWEvzRR5Lj,Q4_UF,UF: University of Florida,1,1
R_6znzuEL3eXkwaNA,Q4_UF,UF: University of Florida,0,1
R_7PDOoDAFPim5wVb,Q4_UF,UF: University of Florida,1,1
R_5NJw0kY4lTZRd6J,Q4_UF,UF: University of Florida,0,1
R_1CTuvwbpHiYWNoa,Q4_UF,UF: University of Florida,0,1
R_5eZ4CXM3OJZwS6l,Q4_UF,UF: University of Florida,0,1
R_7luC4e753yVcePv,Q4_UF,UF: University of Florida,1,1
R_6urD4xTgJ4LDby9,Q4_UF,UF: University of Florida,1,1
R_5LglKmHhbUZjyU1,Q4_UF,UF: University of Florida,0,1
R_7wxKyfbNFheHn0d,Q4_UF,Other university:,0,1
R_6nUCVNHwGh6HgyT,Q4_UF,UF: University of Florida,1,1
R_7oT6mOHFkkUlmCX,Q4_UF,UF: University of Florida,1,1
R_6P1WOpvRjYpdHmX,Q4_UF,UF: University of Florida,0,1
R_35HiYdTcrkGde2o,Q4_UF,UF: University of Florida,1,1
R_1njdZ4DQHBeRmZr,Q4_UF,UF: University of Florida,0,1
R_7xMTwlTuYHEciat,Q4_UF,UF: University of Florida,1,1
R_6Cpvl1U8CUfGJtU,Q4_UF,UF: University of Florida,0,1
R_3w8uNYwsIjGtujD,Q4_UF,UF: University of Florida,1,1
R_7g0n0bGevWxssaa,Q4_UF,UF: University of Florida,1,1
R_1PMrZ0odqfY5c1d,Q4_UF,UF: University of Florida,1,1
R_7lRD3hZuiNJMvmh,Q4_UF,UF: University of Florida,0,1
R_7KxvrVWhTJRQhTR,Q4_UF,UF: University of Florida,0,1
R_7rTtq3yCoBstyMK,Q4_UF,UF: University of Florida,1,1
R_3CJYWhaSKmxiHrw,Q4_UF,UF: University of Florida,1,1
R_1i41ZAvDh5cnNrr,Q4_UF,UF: University of Florida,0,1
R_30jFK17JrpjvgbY,Q4_UF,UF: University of Florida,1,1
R_74b73OF38E4lJMB,Q4_UF,UF: University of Florida,1,1
R_7rCCqAaYeoMrhys,Q4_UF,UF: University of Florida,1,1
R_3XjtC1iba9ijDNw,Q4_UF,UF: University of Florida,1,1
R_10DjuuOgBLUUKA1,Q4_UF,UF: University of Florida,1,1
R_6idzJSWcU2cEf0l,Q4_UF,UF: University of Florida,0,1
R_6OpFRUoioBwfObQ,Q4_UF,UF: University of Florida,0,1
R_3flMfWpCrECNdVl,Q4_UF,UF: University of Florida,1,1
R_3r0WiuvHBE1pG8f,Q4_UF,UF: University of Florida,0,1
R_7rZNne5es08unAI,Q4_UF,UF: University of Florida,0,1
R_6gRz58RVb0ltsuR,Q4_UF,UF: University of Florida,1,1
R_3qjoczGG8VnyufT,Q4_UF,UF: University of Florida,0,1
R_6PE92SlJMSAXN6N,Q4_UF,UF: University of Florida,1,1
R_1kYNQauHBGJgdrx,Q4_UF,UF: University of Florida,1,1
R_52WSLieADmxaQgT,Q4_UF,Other university:,0,1
R_6Qy7zxlXy7YmmLw,Q4_UF,UF: University of Florida,0,1
R_7fa5LeNNl6lmm1D,Q4_UF,UF: University of Florida,0,1
R_1cqWOGFJZsnLWil,Q4_UF,UF: University of Florida,1,1
R_5LUWWDXHiex2kIs,Q4_UF,UF: University of Florida,1,1
R_1Wn11rCWivxno0V,Q4_UF,UF: University of Florida,1,1
R_6XbWFpho70SFtxa,Q4_UF,UF: University of Florida,0,1
R_3eIANwqH9DabFw5,Q4_UF,UF: University of Florida,1,1
R_1eJcx41mG80JQt3,Q4_UF,UF: University of Florida,1,1
R_5jTGPnsxOJ2lNg2,Q4_UF,UF: University of Florida,0,1
R_3Slb2liT6ZuZvf8,Q4_UF,UF: University of Florida,0,1
R_1Vy8J4To76MINSp,Q4_UF,UF: University of Florida,1,1
R_60TywvGQ1HYe6Rl,Q4_UF,UF: University of Florida,1,1
R_5hOXV2RMzJuQfAZ,Q4_UF,UF: University of Florida,0,1
R_7gT3KdkBDhPqHn2,Q4_UF,UF: University of Florida,1,1
R_7j4bIuIe6Tmv9qp,Q4_UF,UF: University of Florida,0,1
R_1anW3EzujyyPntR,Q4_UF,UF: University of Florida,1,1
R_1nGICjeeOYOKHHj,Q4_UF,UF: University of Florida,1,1
R_2AEDtXITFwDhsBS,Q4_UF,UF: University of Florida,0,1
R_3QARhryOh37U2SA,Q4_UF,UF: University of Florida,1,1
R_31acOu9xsj5JMzH,Q4_UF,UF: University of Florida,1,1
R_1G0xY53SDinjSVc,Q4_UF,UF: University of Florida,0,1
R_3FsnstQnSMtyV4s,Q4_UF,UF: University of Florida,0,1
R_3mkPxTfC016iG8B,Q4_UF,UF: University of Florida,1,1
R_1kgFDuDN5881paz,Q4_UF,UF: University of Florida,0,1
R_3DJxLrVzgDLU2bf,Q4_UF,UF: University of Florida,1,1
R_7C4jNP4Jv3MbNy9,Q4_UF,UF: University of Florida,1,1
R_7ur7XHRlyT0AXM5,Q4_UF,UF: University of Florida,0,1
R_6pSySxH5BzIb2ow,Q4_UF,UF: University of Florida,0,1
R_7KDWDMeUnW0u4Hx,Q4_UF,Other university:,0,1
R_6vZ0wJ3U3cEVxGN,Q4_UF,UF: University of Florida,1,1
R_6EFT6DpSLhHZ00d,Q4_UF,UF: University of Florida,1,1
R_1HcXxe24JBjeBvo,Q4_UF,UF: University of Florida,1,1
R_6pVQkIBcBdxxCCt,Q4_UF,UF: University of Florida,1,1
R_3Cx3L1DD9bjW7qs,Q4_UF,UF: University of Florida,1,1
R_5SCYqoKEVohcwUa,Q4_UF,UF: University of Florida,1,1
R_7xJGQxRviA8x6Bc,Q4_UF,UF: University of Florida,1,1
R_1kFhgmfxp14f2cV,Q4_UF,UF: University of Florida,1,1
R_13PNMLYykaBjQ9r,Q4_UF,UF: University of Florida,1,1
R_1n9hm2TiLDSGRSt,Q4_ALL,UF: University of Florida,0,2
R_3eQ8eUIQPJvrOiR,Q4_ALL,UF: University of Florida,0,2
R_3BWQywseoSlUGgC,Q4_ALL,UF: University of Florida,2,2
R_1wMjBbFLrA0Gnmj,Q4_ALL,UF: University of Florida,2,2
R_1fk4V5aT9KskIdB,Q4_ALL,UF: University of Florida,0,0
R_6FPu5YzD5CtuHJR,Q4_ALL,UF: University of Florida,2,2
R_1OfxHYVMBIuYL16,Q4_ALL,UF: University of Florida,2,2
R_57BClUyMcbVTMul,Q4_ALL,UF: University of Florida,2,2
R_3zCLOyVIIkiMegZ,Q4_ALL,UF: University of Florida,0,0
R_1ziQtGrVtzBj0OV,Q4_ALL,UF: University of Florida,1,2
R_7l9pouek2YcKZON,Q4_ALL,UF: University of Florida,2,2
R_3YavVYuBQdSf6E1,Q4_ALL,UF: University of Florida,2,2
R_3rsMIuGvtuWsSsN,Q4_ALL,UF: University of Florida,0,2
R_6LG9PnMBKzqSPdk,Q4_ALL,UF: University of Florida,2,2
R_52WY9O19lBiBWpB,Q4_ALL,UF: University of Florida,2,2
R_1oSiIsqOpQMJcRP,Q4_ALL,UF: University of Florida,1,0
R_5pupjLAtPWsRL5p,Q4_ALL,UF: University of Florida,2,0
R_18UoxyQSiZmcUxa,Q4_ALL,UF: University of Florida,2,2
R_5CBWPjWrfTk5LdQ,Q4_ALL,UF: University of Florida,2,2
R_5NO0clWgYn7xs0a,Q4_ALL,UF: University of Florida,1,2
R_7AI3QAkpym40rvz,Q4_ALL,UF: University of Florida,0,0
R_7rKpZ7C61UY1JVn,Q4_ALL,UF: University of Florida,0,0
R_6gi3ew5vhzjpZEB,Q4_ALL,UF: University of Florida,2,2
R_5paCMaggz0sYhb3,Q4_ALL,UF: University of Florida,1,2
R_6ePfXn4p5mYNXfr,Q4_ALL,UF: University of Florida,0,2
R_7iqFUvQrRhsJIEt,Q4_ALL,UF: University of Florida,0,2
R_60NGa7izmCJuTWY,Q4_ALL,UF: University of Florida,1,2
R_72PUDfL0MdH5iYx,Q4_ALL,ISU: Iowa State University,0,0
R_3sgNLnQZFkPGFI9,Q4_ALL,ISU: Iowa State University,0,0
R_5cpV6wKZ7dvNupW,Q4_ALL,ISU: Iowa State University,1,0
R_7F9XN48EqpUkTWk,Q4_ALL,ISU: Iowa State University,0,2
R_1YmPjrVRDr5xHML,Q4_ALL,"UCSB: University of California, Santa Barbara",0,2
R_7jvKghKk29TrBp9,Q4_ALL,"UCSB: University of California, Santa Barbara",1,2
R_1PLh5ueUszBzouD,Q4_ALL,"UCSB: University of California, Santa Barbara",1,2
R_7rY4qm7yN3K5GZg,Q4_ALL,"UCSB: University of California, Santa Barbara",2,0
R_1sTRx9Q7QkdU8O4,Q4_ALL,"UCSB: University of California, Santa Barbara",1,2
R_55ydwSf7BG8EhZa,Q4_ALL,"UCSB: University of California, Santa Barbara",2,2
R_77lkNlE6WS33L8d,Q4_ALL,"UCSB: University of California, Santa Barbara",1,2
R_7NWHRmF42Sgzb1S,Q4_ALL,"UCSB: University of California, Santa Barbara",1,0
R_1nZxb4U9RL8I1l5,Q4_ALL,"UCSB: University of California, Santa Barbara",2,2
R_1McBjnwg7ahlPtH,Q4_ALL,"UCSB: University of California, Santa Barbara",1,0
R_7G2tSbDHU4cmKtD,Q4_ALL,MSU: Michigan State University,0,0
R_3INqaB64CTI4BK6,Q4_ALL,MSU: Michigan State University,1,0
